Date,Turtle,Trap_Type,Species,Pit_ID,New_Recap,Sex,Age,Mass,Carapace_L,Carapace_W,Carapace_H,Plastron_L,Pond,Pond_Loc,Bait_Type,Notes,Observer
6/14/2011,236.001,Hoop,Cp,466A6D554A,N,F,W,387,141,110,51,134,ALM,dock,NULL,NULL,"MV- JS. SG"
6/23/2011,236.002,Hoop,Cp,466A6D554A,R,F,W,387,141,110,51,134,ALM,dock,NULL,NULL,"MV- RC"
7/10/2015,236.003,Hoop,Cp,466A6D554A,R,F,NULL,405,145,105,51,141,ALM,NULL,NULL,Catfood,"SSC - Ed"
7/17/2015,236.004,Hoop,Cp,466A6D554A,R,F,NULL,404,144,102,54,139,ALM,SE,NULL,"Originally listed as Css",NULL
7/21/2011,237.001,Hoop,cpp,466C017D09,N,M,5,209,124,91,41,113,SUT,swamp,NULL,NULL,"MV- RC- SG"
7/7/2015,237.001,Hoop,Cp,466C017D09,R,NULL,NULL,245,127,93,40,117,SUT,NULL,NULL,Sardines,"SSC - Ed"
7/7/2010,238.001,Hoop,Cp,466D59216C,N,M,3+,138,103,83,36,99,ALM,"Dam Cove",NULL,shedding,"MV- JB"
7/22/2014,239.001,NULL,Cp,4670621C17,R,M,NULL,175,106,88,40,105,NULL,E,Tuna,NULL,"EM- SSC"
7/17/2015,239.002,Hoop,Css,4670621C17,R,M,NULL,NULL,108,82,39,105,ALM,East,NULL,NULL,NULL
7/20/2010,240.001,Hoop,Cp,467630300000000000000000000000000000000000000000000000000000,N,M,4+,134,104,83,34,98,UPR,"fallen tree",NULL,"scar on plastron",NULL
7/24/2014,241.001,NULL,Cp,46763F2554,N,M,NULL,170,115,85,40,105,NULL,E,Catfood,NULL,"EM- SSC"
7/7/2015,241.002,Hoop,Cp,46763F2554,R,M,NULL,200,112,82,38,107,ALM,North,NULL,Catfood,SSC
7/27/2010,242.001,Hoop,Cp,46766C2B42,N,F,6+,380,144,110,50,136,SUT,"boat dock",NULL,shedding,NULL
7/13/2011,242.002,Hoop,cpp,46766C2B42,R,F,worn,576,148,111,51,138,SUT,dock,NULL,NULL,"MV- MM"
7/18/2014,243.001,NULL,Cp,4677017A3B,N,F,W,348,137,96,52,134,ALM,Cove,Sardines,NULL,"EM- SSC"
8/26/2014,243.002,Hoop,Cp,4677017A3B,R,F,A,360,114,99,57,133,ALM,NULL,NULL,"clearwater- hot weather- detritus nearby (trap was by the bank of the pond) cat food","SRMP TEAM 2014"
8/25/2015,243.003,Hoop,Cp,4677017A3B,R,F,A,372,135,91,NULL,132,ALM,NULL,NULL,NULL,NULL
7/25/2014,244.001,NULL,Cp,467758270B,R,M,NULL,225,126,96,41,113,NULL,E,Catfood,NULL,"EM- SSC"
7/17/2014,245.001,NULL,Cp,467758270D,N,M,NULL,225,124,92,41,113,NULL,NE,Sardines,NULL,"EM- SSC"
8/25/2015,245.002,Hoop,Cp,467758270D,R,M,A,245,125,95,NULL,113,ALM,NULL,NULL,NULL,NULL
7/22/2014,246.001,NULL,Cp,4677617A3B,R,F,NULL,340,139,99,53,134,NULL,NW,Catfood,NULL,"EM- SSC"
7/22/2014,247.001,NULL,Cp,46785660000,N,M,NULL,170,112,85,42,105,NULL,NW,Catfood,NULL,"EM- SSC"
6/10/2011,248.001,Hoop,Cp,4678760D12,N,F,5,291,127,96,46,119,ALM,damside,NULL,NULL,"MV- JS- RC- KP- SG"
6/28/2011,248.002,Hoop,Cp,4678760D12,R,F,5,291,127,96,46,119,ALM,damside,NULL,"used potted meat","RC- GS"
7/7/2010,249.001,Hoop,Cp,46791C3111,N,F,5+,274,123,96,45,116,ALM,"Dam Cove",NULL,"shedding at possible bite mark","MV- JB"
7/27/2010,250.001,Hoop,Cp,46792A7D24,N,M,3,125,101,84,33,92,SUT,"boat dock",NULL,NULL,NULL
7/8/2011,251.001,Hoop,cpp,46792D4D26,N,M,worn,346,138,106,45,123,SUT,"log near road",NULL,"tag in right leg but hard to read","MV- RC"
7/25/2013,251.002,Hoop,Cp,46792D4D26,R,M,NULL,450,138,105,45,100,ART,NULL,NULL,NULL,Falk/Florio
7/18/2014,252.001,Hoop,Css,46796B4C0F,N,F,W,NULL,153,131,60,117,ALM,Cove,Sardines,NULL,"EM- SSC"
6/10/2011,253.001,Hoop,Cp,467D3E4634,N,M,W,306,143,103,44,130,ALM,dock,NULL,"algae growing on shell","RC- KP- SG"
6/23/2011,254.001,Hoop,Cp,467D435326,N,M,2+,121,97,74,31,91,ALM,dock,NULL,NULL,"MV- RC"
7/18/2014,255.001,NULL,Css,467D451E4B,N,M,W,243,104,87,44,80,NULL,NULL,Catfood,NULL,"EM- SSC"
7/18/2014,256.001,NULL,Cp,467D53005A,N,F,W,355,139,100,51,133,NULL,"Picnic Rock",Catfood,NULL,"EM- SSC"
7/18/2014,257.001,NULL,Cp,467D53460D,N,M,W,160,108,84,36,103,NULL,"Picnic Rock",Fish,NULL,"EM- SSC"
7/7/2010,258.001,Hoop,Cp,467D621C17,N,M,2+,133,100,84,36,97,ALM,"Dam Cove",NULL,"crack in plastron","MV- JB"
6/23/2011,258.002,Hoop,Cp,467D621C17,R,M,3+,150,98,82,34,95,ALM,dock,NULL,NULL,"MV- RC"
6/28/2011,258.003,Hoop,Cp,467D621C17,R,M,3+,150,98,82,34,95,ALM,damside,NULL,"used potted meat","RC- GS"
7/9/2015,258.004,Hoop,Cp,467D621C17,R,M,NULL,195,105,807,40,102,ALM,East,NULL,Catfood,SSC
7/21/2010,259.001,Hoop,Cp,467D6A3C43,N,F,J,148,103,83,38,98,UPR,"fallen tree",NULL,NULL,"MV- MM"
6/1/2011,259.002,Hoop,cpp,467D6A3C43,R,F,3+,175,108,90,41,104,UPR,inlet,NULL,NULL,"MV- GS- C"
6/7/2011,259.003,Hoop,cpp,467D6A3C43,R,F,4/5+,169,109,88,40,102,UPR,"rusty wagon",NULL,NULL,"MV- KP"
6/9/2011,259.004,Hoop,cpp,467D6A3C43,R,F,4/5+,169,109,88,40,102,UPR,inlet,NULL,NULL,"MV- JS"
7/17/2014,260.001,NULL,Cp,47003E295B,N,M,NULL,190,113,85,38,109,NULL,NE,Sardines,NULL,"EM- SSC"
7/23/2014,260.002,NULL,Cp,47003E295B,R,M,NULL,190,111,80,39,110,NULL,E,Tuna,NULL,"EM- SSC"
7/14/2010,261.001,Hoop,Cp,470057096D,N,F,W,356,147,108,50,137,ALM,"Dam Cove",NULL,NULL,"MV- WS- MM"
8/28/2013,261.002,Hoop,Cp,470057096D,R,F,NULL,NULL,140,99,38,129,ALM,"C East",NULL,NULL,"SRMP TEAM 2013"
7/23/2014,261.003,NULL,Cp,470057096D,R,F,NULL,380,149,106,50,159,NULL,E,catfood,NULL,"EM- SSC"
7/10/2015,261.004,Hoop,Cp,470057096D,R,F,NULL,375,147,104,50,138,ALM,NULL,NULL,Catfood,"SSC - Ed"
6/1/2011,262.001,Hoop,cpp,4700682C04,N,M,3+,149,107,83,41,99,UPR,inlet,NULL,NULL,"MV- GS- C"
7/27/2011,262.002,Hoop,cpp,4700682C04,R,M,3+,149,107,83,41,99,UPR,"rusty wagon",NULL,shedding,"MV- CR"
8/28/2013,262.003,Hoop,Cp,4700682C04,R,M,NULL,NULL,116,88,42,107,ALM,"C East",NULL,NULL,"SRMP TEAM 2013"
7/7/2010,263.001,Hoop,Cp,47006F1674,N,M,4+,125,103,79,33,97,ALM,"Dam Cove",NULL,NULL,"MV- JB"
6/5/1997,264.001,hoop,Css,113929764A,NULL,?,11,5900,NULL,NULL,NULL,217,ART,NULL,NULL,"Discrepancy with original data (113931764A transcribed)",McKinsey
6/5/1997,265.001,hoop,Css,114979480A,NULL,F,worn,10-000+,NULL,NULL,NULL,265,ART,NULL,NULL,"Nuchal and 1 broken",McKinsey
6/5/1997,266.001,hoop,Css,115134483A,NULL,?,worn,5500,NULL,NULL,NULL,205,ART,NULL,NULL,NULL,NULL
6/5/1997,267.001,hoop,Css,113912235A,N,M,worn,10-000+,NULL,NULL,NULL,301,SUT,NULL,NULL,NULL,NULL
7/7/2004,267.002,hoop,Css,113912235A,R,M,worn,15500,438,364,-,298,SUT,"West side",NULL,"old notches found: L8 . Turtles found basking on log nearby",Karrmann
8/3/2004,267.003,hoop,Css,113912235A,R,F,worn,15000,438,365,-,299,SUT,"West side",NULL,NULL,NULL
6/5/1997,268.001,hoop,Css,114414117A,NULL,?,8,5300,NULL,NULL,NULL,190,SUT,NULL,NULL,NULL,NULL
6/7/1997,269.001,hoop,Css,113911762A,NULL,M,worn,10-000+,NULL,NULL,NULL,276,SPG,NULL,NULL,NULL,NULL
8/27/2003,269.002,hoop,Css,113911762A,NULL,M,worn,18500,413,350,-,274,SPG,"Dam                   NW end",NULL,NULL,NULL
9/26/2004,269.003,hoop,Css,113911762A,NULL,M,worn,-,412,353,-,274,SPG,"SE cove",NULL,NULL,NULL
6/7/1997,270.001,hoop,Css,115134222A,NULL,?,worn,10-000+,NULL,NULL,NULL,281,SUT,NULL,NULL,NULL,NULL
6/9/1997,271.001,hoop,Css,115111252A,NULL,?,worn,?,NULL,NULL,NULL,257,SUT,NULL,NULL,NULL,NULL
6/11/1997,272.001,hoop,Css,115134614A,NULL,?,10,4600,NULL,NULL,NULL,210,SUT,NULL,NULL,NULL,NULL
6/13/1997,273.001,hoop,Css,115135566A,NULL,F,15,3400,NULL,NULL,NULL,203,ART,NULL,NULL,NULL,NULL
6/15/1997,274.001,hoop,Css,115144510A,NULL,M,worn,10-000+,NULL,NULL,NULL,276,SPG,NULL,NULL,NULL,NULL
6/16/1997,275.001,hoop,Css,115131330A,NULL,?,13,2400,NULL,NULL,NULL,NULL,SPG,NULL,NULL,NULL,NULL
6/18/1997,276.001,hoop,Css,113976122A,NULL,M,8,10-000+,NULL,NULL,NULL,257,SPG,NULL,NULL,NULL,NULL
6/22/1997,277.001,hoop,Css,115116160A,NULL,F,13,4800,NULL,NULL,NULL,215,SPG,NULL,NULL,NULL,NULL
6/21/2004,277.002,hoop,Css,115116160A,NULL,?,worn,5100,307,242,NULL,217,SPG,"SE cove",NULL,NULL,NULL
6/22/1997,278.001,hoop,Css,115123115A,NULL,F,12,1300,NULL,NULL,NULL,128,SPG,NULL,NULL,NULL,NULL
6/25/1997,279.001,hoop,Css,113874447A,NULL,?,9,7500,NULL,NULL,NULL,230,SPG,NULL,NULL,NULL,NULL
6/25/1997,280.001,hoop,Css,113979115A,NULL,F,9,1200,NULL,NULL,NULL,128,SUT,NULL,NULL,NULL,NULL
7/10/1997,281.001,hoop,Css,113874090A,NULL,M,worn,10-000+,NULL,NULL,NULL,290,SPG,NULL,NULL,NULL,NULL
7/10/1997,282.001,hoop,Css,113914485A,NULL,?,12,3400,NULL,NULL,NULL,197,SUT,NULL,NULL,NULL,NULL
6/9/2001,283.001,hand,Css,115121540A,NULL,?,NULL,10-000+,436,343,148,NULL,SPG,"SE cove",NULL,NULL,NULL
7/31/2004,283.002,hoop,Css,115121540A,R,M,worn,14000,433,343,-,286,SPG,"SE cove",NULL,NULL,Karrmann
9/14/2003,284.001,hoop,Css,4315335876,NULL,M,worn,11000,373,306,-,259,SPG,"Dam                   NW end",NULL,NULL,NULL
8/14/2004,284.002,hoop,Css,4315335876,NULL,?,worn,11200,373,307,-,262,SPG,"SE cove",NULL,NULL,NULL
7/31/2004,285.001,hoop,Css,115144590A,NULL,M,worn,14000,411,348,-,284,SPG,"SE cove",NULL,NULL,NULL
8/3/2004,286.001,hoop,Css,113923173A,NULL,M,worn,17000,408,364,-,278,JIM,"SE Cove",NULL,NULL,NULL
7/16/2014,287.001,hoop,Css,4700410415,NULL,M,Worn,NULL,220,177,79,155,SUT,"West side",NULL,NULL,NULL
7/16/2014,288.001,hoop,Css,125776344A,NULL,M,worn,NULL,356,311,136,257,SUT,"West side",NULL,NULL,NULL
6/22/1997,289.001,hoop,Cp,113979134A,NULL,F,worn,520,NULL,NULL,NULL,158,ART,NULL,NULL,"previously notched!! (9 is rough mark)                                                                                                  MIGRANT - ALM 14/21 SEP 96",McKinsey
6/24/1997,290.001,hoop,Cp,113773530A,NULL,F,worn,500,NULL,NULL,NULL,154,ART,NULL,NULL,NULL,McKinsey
7/2/2004,291.001,bask-m,Cp,115127185A,NULL,F,worn,291,134,101,48,129,ART,"canoe launch",NULL,"trap relocated to East bank                                                                                                        Migrant - in ALM 24 Aug 04",Karrmann
8/14/2004,292.001,bask-m,Cp,115111377A,NULL,F,12+,307,139,91,50,130,ART,"E side",NULL,"SAW NOTCHES RATHER THAN FILE NOTCHES",Karrmann
6/22/1997,293.001,hoop,Cp,113872620A,NULL,M,worn,320,NULL,NULL,NULL,131,ART,NULL,NULL,NULL,McKinsey
6/25/1997,294.001,hoop,Cp,113676090A,NULL,M,worn,330,NULL,NULL,NULL,131,ART,NULL,NULL,NULL,McKinsey
7/10/1997,295.001,hoop,Cp,115139363A,NULL,M,worn,280,NULL,NULL,NULL,120,ART,NULL,NULL,NULL,McKinsey
6/23/2003,296.001,bask-p,Cp,435F7E0209,NULL,M,8+,209,119,92,40,110,ART,"South Inlet",NULL,NULL,Karrmann
7/20/2003,297.001,bask-p,Cp,435F7C2B08,NULL,M,worn,186,111,88,37,102,ART,"South Inlet",NULL,NULL,Karrmann
8/7/2004,298.001,hoop,Cp,114464091A,NULL,M,worn,184,113,88,39,104,ART,"South Inlet",NULL,NULL,Karrmann
8/14/2004,299.001,bask-m,Cp,115132455A,NULL,M,worn,205,117,90,40,110,ART,"E side",NULL,"MISSING RR FOOT- R9-10 DAMAGED",Karrmann
10/25/2003,300.001,hoop,Cp,430E576A7A,NULL,M,worn,231,126,93,43,116,ART,"South Inlet",NULL,"very red ventral marginals",Karrmann
9/16/2004,300.002,bask-m,Cp,430E576A7A,NULL,M,9+,243,127,98,42,118,ART,"E side",NULL,NULL,Karrmann
8/3/2004,301.001,hoop,Cp,114465210A,N,F,worn,360,142,106,52,133,JIM,"SE Cove",NULL,NULL,Karrmann
8/3/2004,302.001,hoop,Cp,113912590A,N,F,worn,369,146,108,48,138,JIM,"SE cove",NULL,NULL,Karrmann
9/16/2004,303.001,bask-m,Cp,113917147A,N,F,worn,560,166,120,61,153,JIM,"SE cove",NULL,NULL,Karrmann
8/3/2004,304.001,hoop,Cp,114414633A,N,M,9-10,133,103,83,34,94.2,JIM,"SE Cove",NULL,"NATURAL NOTCH BETWEEN R10 &9",Karrmann
9/16/2004,305.001,hoop,Cp,115113556A,N,M,worn,193,115,92,40,107,JIM,"SE Cove",NULL,"Age 6+?",Karrmann
9/16/2004,306.001,hoop,Cp,113979316A,N,M,worn,252,132,96,41,121,JIM,"SE Cove",NULL,"Damaged plastron",Karrmann
9/19/2004,307.001,hoop,Cp,115134124A,N,M,12+,257,133,95,46,122,JIM,"SE cove",NULL,"Trap flooded; water levels rose 1-2 ft; reset in shallow water",Karrmann
9/16/2004,308.001,hoop,Cp,113919152A,N,M,worn,280,135,97,45,119,JIM,"SE Cove",NULL,"R11 may be natural. Truncated tail.",Karrmann
8/3/2004,309.001,hoop,Cp,115121574A,N,M,worn,296,140,110,46,123,JIM,"SE Cove",NULL,"NO  BLOTCH BUT  DISALIGNED",Karrmann
8/3/2004,310.001,hoop,Cp,113874792A,N,M,worn,322,141,106,48,132,JIM,"SE cove",NULL,"HIGHLY MARGINATA- SHEDDING",Karrmann
9/28/2003,311.001,hoop,Cp,430E530F35,N,M,worn,246,131,97,42,122,JIM,"SE cove",NULL,NULL,Karrmann
9/19/2004,311.002,hoop,Cp,430E530F35,R,M,worn,271,135,99,44,125,JIM,"SE cove",NULL,"Trap flooded; water levels rose 1-2 ft; reset in shallow water",Karrmann
6/16/1997,312.001,hoop,Cp,115125394A,NULL,F,worn,490,NULL,NULL,NULL,150,SPG,NULL,NULL,"tail tip broken",McKinsey
6/21/1997,313.001,hoop,Cp,115122255A,NULL,F,6,400,NULL,NULL,NULL,144,SPG,NULL,NULL,NULL,McKinsey
6/27/1997,314.001,hoop,Cp,115116586A,NULL,F,worn,390,NULL,NULL,NULL,143,SPG,NULL,NULL,NULL,McKinsey
6/28/1997,315.001,hoop,Cp,115113790A,N,F,6,300,NULL,NULL,NULL,125,SPG,NULL,NULL,NULL,McKinsey
7/21/2004,315.002,hoop,Cp,115113790A,R,F,7+,315,139,107,48,128,SPG,"SE cove",NULL,NULL,Karrmann
7/1/1997,316.001,hoop,Cp,115127612A,NULL,M,worn,250,NULL,NULL,NULL,130,SPG,NULL,NULL,NULL,McKinsey
8/27/2003,317.001,hoop,Cp,435F681D3B,NULL,M,worn,292,136,99,47,123,SPG,"Dam                   NW end",NULL,"R 9-10 ""natural notch""- very irregular dorsal scutes- tail tip missing & broken",Karrmann
9/2/2003,318.001,hoop,Cp,431061247C,NULL,M,worn,296,141,101,45,131,SPG,"Dam                   NW end",NULL,NULL,Karrmann
6/21/2004,319.001,hoop,Cp,431061601F,NULL,M,worn,256,130,94,45,119,SPG,"SE cove",NULL,"possible notches L10 R11; 7L coastal- 6R coastal",Karrmann
7/11/2004,320.001,hoop,Cp,115114177A,NULL,M,5,225,124,96,42,117,SPG,"SE cove",NULL,"red central blotch on plastron",Karrmann
9/4/2004,321.001,hoop,Cp,113924334A,N,M,worn,251,131,101,44,119,SPG,"SE cove",NULL,NULL,Karrmann
9/4/2004,322.001,hoop,Cp,115127247A,N,M,8+,229,127,92,42,119,SPG,"SE cove",NULL,NULL,Karrmann
6/30/1997,323.001,hoop,Cp,115147525A,N,F,worn,450,NULL,NULL,NULL,158,SPG,NULL,NULL,NULL,McKinsey
6/25/2004,323.002,bask-m,Cp,115147525A,R,F,worn,491,161,122,8,156,SPG,"SE co",NULL,NULL,Karrmann
8/17/2003,324.001,bask-p,Cp,43104A3605,N,F,worn,376,147,108,54,137,SPG,"Dam                       SE end",NULL,NULL,Karrmann
7/11/2004,324.002,hoop,Cp,43104A3605,R,F,worn,372,148,110,53,137,SPG,"SE cove",NULL,NULL,Karrmann
6/21/2004,325.001,hoop,Cp,43154D7E7D,N,F,worn,459,160,113,60,150,SPG,"SE cove",NULL,"R5 very large possible natural dorsal disalignment",Karrmann
7/11/2004,325.002,hoop,Cp,43154D7E7D,R,F,worn,464,159,113,54,150,SPG,"SE cove",NULL,"indentation R5",Karrmann
6/9/2001,326.001,hoop,Cp,115132622A,N,F,NULL,394,146,113,49,NULL,SPG,NULL,NULL,"notch in R1 was existing - likely environmental",Karrmann
6/25/2004,326.002,hoop,Cp,115132622A,R,F,worn,393,148,115,49,142,SPG,"SE cove",NULL,"PICKEREL - 40CM  (TRAP RESET)",Karrmann
8/14/2004,326.003,hoop,Cp,115132622A,R,F,worn,416,148,115,50,143,SPG,"SE cove",NULL,NULL,Karrmann
7/9/2004,327.001,hoop,Cp,115115767A,N,M,worn,231,132,93,40,116,SPG,"SE cove",NULL,"reset air temp 27.3",Karrmann
9/4/2004,327.002,hoop,Cp,115115767A,R,M,worn,232,131,92,41,115,SPG,"SE cove",NULL,NULL,Karrmann
7/7/2004,328.001,hoop,Cp,115119474A,N,M,worn,294,139,107,45,126,SPG,"SE cove",NULL,"reduced blotch removed two small sunfish",Karrmann
7/23/2004,328.002,hoop,Cp,115119474A,R,M,NULL,290,140,107,42,127,SPG,"SE cove",NULL,NULL,Karrmann
9/4/2004,328.003,hoop,Cp,115119474A,R,M,worn,294,138,112,45,126,SPG,"SE cove",NULL,NULL,Karrmann
9/16/2004,328.004,hoop,Cp,115119474A,R,M,worn,308,139,106,49,126,SPG,"SE cove",NULL,"Missing one toe",Karrmann
9/26/2004,329.001,hoop,Cp,43152C554D,R,F,7+,322,134,104,50,127,SPG,"SE cove",NULL,"Drowned;  trap collapsed (both spreaders missing)",Karrmann
6/5/1997,330.001,hoop,Cp,115109194A,N,F,worn,525,NULL,NULL,NULL,155,SUT,NULL,NULL,NULL,McKinsey
6/11/1997,331.001,hoop,Cp,113674093A,N,F,worn,520,NULL,NULL,NULL,156,SUT,NULL,NULL,NULL,McKinsey
6/13/1997,332.001,hoop,Cp,115145627A,N,F,worn,320,NULL,NULL,NULL,133,SUT,NULL,NULL,"tip of tail chopped off",McKinsey
6/14/1997,333.001,hoop,Cp,115126360A,N,F,5,300,NULL,NULL,NULL,137,SUT,NULL,NULL,NULL,McKinsey
6/20/1997,334.001,hoop,Cp,115111270A,N,F,worn,450,NULL,NULL,NULL,143,SUT,NULL,NULL,"not notched",McKinsey
6/21/1997,335.001,hoop,Cp,115125330A,N,F,worn,410,NULL,NULL,NULL,150,SUT,NULL,NULL,NULL,McKinsey
6/28/1997,336.001,hoop,Cp,113918552A,N,F,6,440,NULL,NULL,NULL,152,SUT,NULL,NULL,NULL,McKinsey
6/28/1997,337.001,hoop,Cp,115133152A,N,F,worn,370,NULL,NULL,NULL,142,SUT,NULL,NULL,"notch btwn 11-12 on right",McKinsey
7/13/1997,338.001,hoop,Cp,115147333A,N,F,worn,490,NULL,NULL,NULL,154,SUT,Swamp,NULL,NULL,McKinsey
7/22/2011,338.001,Hoop,cpp,115147333A,R,F,worn,449,164,120,59,151,SUT,dock,NULL,NULL,"MV- RC- SG"
9/4/2004,339.001,hoop,Cp,114471391A,N,F,worn,476,157,113,56,150,SUT,"West side",NULL,NULL,Karrmann
6/6/1997,340.001,hoop,Cp,113935273A,N,M,worn,320,NULL,NULL,NULL,130,SUT,NULL,NULL,"colored spot on plastron near tail",McKinsey
6/7/1997,341.001,hoop,Cp,114457124A,N,M,4,340,NULL,NULL,NULL,125,SUT,NULL,NULL,NULL,McKinsey
6/20/1997,342.001,hoop,Cp,113775261A,N,M,worn,340,NULL,NULL,NULL,127,SUT,NULL,NULL,"not notched",McKinsey
6/20/1997,343.001,hoop,Cp,113916663A,N,M,worn,200,NULL,NULL,NULL,122,SUT,NULL,NULL,"MIGRANT - in JIM 03 AUG 04",McKinsey
8/3/2004,343.001,hoop,Cp,113916663A,R,M,worn,323,146,105,45,133,JIM,"SE Cove",NULL,"MIGRANT - in SUT 20 JUN 97",Karrmann
9/19/2004,343.001,hoop,Cp,113916663A,R,M,worn,334,147,103,47,133,JIM,"SE cove",NULL,"Trap flooded; water levels rose 1-2 ft; reset in shallow water                                                                        MIGRANT - in SUT 20 JUN 97",Karrmann
6/28/1997,344.001,hoop,Cp,115124515A,N,M,4,150,NULL,NULL,NULL,100,SUT,NULL,NULL,NULL,McKinsey
6/28/1997,345.001,hoop,Cp,115125113A,N,M,5,200,NULL,NULL,NULL,112,SUT,NULL,NULL,"plastron blackened on ends",McKinsey
6/29/1997,346.001,hoop,Cp,115133444A,N,M,worn,320,NULL,NULL,NULL,133,SUT,NULL,NULL,NULL,McKinsey
7/10/1997,347.001,hoop,Cp,113931133A,N,M,8,340,NULL,NULL,NULL,129,SUT,NULL,NULL,NULL,McKinsey
7/12/1997,348.001,hoop,Cp,115112725A,N,M,5,280,NULL,NULL,NULL,128,SUT,NULL,NULL,NULL,McKinsey
7/13/1997,349.001,hoop,Cp,113872453A,N,M,4,360,NULL,NULL,NULL,135,SUT,NULL,NULL,NULL,McKinsey
8/3/1997,350.001,hoop,Cp,113934693A,N,M,worn,270,NULL,NULL,NULL,126,SUT,NULL,NULL,NULL,McKinsey
9/4/2004,351.001,hoop,Cp,114409340A,N,M,worn,213,123,91,40,117,SUT,"West side",NULL,"RR foot missing and tip of tail missing",Karrmann
9/16/2004,352.001,hoop,Cp,115113615A,N,M,7+,201,121,94,41,112,SUT,"West side",NULL,NULL,Karrmann
9/16/2004,353.001,hoop,Cp,115123316A,N,M,worn,238,129,93,43,118,SUT,"West side",NULL,NULL,Karrmann
9/26/2004,354.001,hoop,Cp,114979493A,N,M,worn,290,138,97,45,123,SUT,"West side",NULL,"large sunfish in trap- body eaten by?",Karrmann
7/12/1997,355.001,hoop,Cp,115109321A,N,F,worn,390,NULL,NULL,NULL,145,SUT,NULL,NULL,NULL,McKinsey
6/8/2001,355.002,hand,Cp,115109321A,R,F,NULL,349,153,115,52,NULL,SUT,road,NULL,"on road returning from nest",Karrmann
6/25/1997,356.001,hoop,Cp,113924367A,NULL,F,worn,420,NULL,NULL,NULL,152,SPG,NULL,NULL,"notch in plastron near head                                                                                                              MIGRANT - SUT 06 SEP 01",McKinsey
9/6/2001,356.002,hoop,Cp,113924367A,R,F,NULL,436,153,109,NULL,NULL,SUT,NULL,NULL,"MIGRANT - SPG 25 JUN 97",Munson
6/5/1997,357.001,hoop,Cp,114467527A,N,F,worn,500,NULL,NULL,NULL,152,SUT,NULL,NULL,"previously marked 0-1",McKinsey
9/28/2003,357.002,hoop,Cp,114467527A,R,F,worn,482,156,115,56,149,SUT,"West side",NULL,"damaged carapace (appears run over - old injury)",Karrmann
6/25/2004,357.003,hoop,Cp,114467527A,R,F,worn,444,157,116,55,150,SUT,"West side",NULL,"OLD COMPRESSION FRACTURE RC2 DAMAGE V2 LC2",Karrmann
6/28/1997,358.001,hoop,Cp,115122463A,N,F,worn,430,NULL,NULL,NULL,148,SUT,NULL,NULL,"tail end missing",McKinsey
6/18/2004,358.002,bask-m,Cp,115122463A,R,F,worn,436,152,114,57,147,SUT,"West side",NULL,"Circular compression fractor left C2 into 3; 5 eggs in trap- 1 punctured-relatively fresh: tip of tale amputated- abnormal V4- fresh scraples L45 & V3- more damages-scrapes LC 2 3- 5  26 SEP after incubation eggs all checked - all bad",Karrmann
6/25/2004,358.003,hoop,Cp,115122463A,R,F,worn,442,153,114,57,147,SUT,"West side",NULL,"SEE NOTES A WEEK AGO",Karrmann
7/31/2004,358.004,hoop,Cp,115122463A,R,F,worn,456,153,115,60,148,SUT,"West side",NULL,"CIRCULAR COMPRESSION FRACTURE",Karrmann
9/1/2004,358.005,bask-m,Cp,115122463A,R,F,worn,455,152,115,57,147,SUT,"West side",NULL,NULL,Karrmann
9/16/2004,358.006,hoop,Cp,115122463A,R,F,worn,459,152,114,58,147,SUT,"West side",NULL,NULL,Karrmann
8/7/2004,359.001,hoop,Css,115121151A,N,F?,20,1245,185,154,-,130,SUT,"West side",NULL,"leeches present",Karrmann
6/19/1997,360.001,hoop,Css,113973116A,N,M,10,10-000+,NULL,NULL,NULL,245,SUT,NULL,NULL,"notch not kept- no alcohol",McKinsey
6/21/2004,360.002,hoop,Css,113973116A,R,M?,worn,11000,379,309,NULL,252,SUT,"West side",NULL,NULL,Karrmann
6/6/1997,361.001,hoop,Css,115132690A,N,M,worn,10-000+,NULL,NULL,NULL,257,SUT,NULL,NULL,NULL,McKinsey
9/6/2003,361.002,hoop,Css,115132690A,R,M,worn,17500,383,331,-,256,SUT,"West side",NULL,"collapsed trap",Karrmann
7/9/2004,361.003,hoop,Css,115132690A,R,F,worn,13000,384,332,-,258,SUT,"West side",NULL,NULL,Karrmann
7/11/2004,361.004,hoop,Css,115132690A,R,M,worn,12500,383,335,-,261,SUT,"West side",NULL,NULL,Karrmann
7/12/2004,361.005,hoop,Css,115132690A,R,M,worn,13000,384,330,-,259,SUT,"West side",NULL,NULL,Karrmann
7/16/2004,361.006,hoop,Css,115132690A,R,M,worn,12000,384,333,-,261,SUT,"West side",NULL,NULL,Karrmann
8/14/2004,361.007,hoop,Css,115132690A,R,?,worn,11500,384,327,-,258,SUT,"West side",NULL,"NOSE WORN AGAINST NET",Karrmann
9/4/2004,361.008,hoop,Css,115132690A,R,M,worn,12200,384,333,-,260,SUT,"West side",NULL,"Nose worn against net",Karrmann
9/16/2004,361.009,hoop,Css,115132690A,R,M,worn,12500,384,329,-,259,SUT,"West side",NULL,"Nose very worn--took pics",Karrmann
6/13/1997,362.001,hoop,Css,114409672A,NULL,F,10,3400,NULL,NULL,NULL,197,SUT,NULL,NULL,NULL,NULL
