Date,Turtle,Trap_Type,Species,Pit_ID,New_Recap,Sex,Age,Mass,Carapace_L,Carapace_W,Carapace_H,Plastron_L,Pond,Pond_Loc,Bait_Type,Notes,Observer
6/15/1997,122.001,Hoop,Cp,115137451A,N,M,W,230,NULL,NULL,NULL,116,ALM,NULL,NULL,NULL,McKinsey
10/5/2002,122.002,bask-p,Cp,115137451A,R,M,W,265,126,94,46,117,ALM,BMI,NULL,"Probable bite marking on plastron",Karrmann
7/19/2003,122.003,Hoop,Cp,115137451A,R,M,W,241,127,96,44,119,ALM,BMI,NULL,NULL,"Karrmann/ Schuster"
9/14/2003,122.004,Hoop,Cp,115137451A,R,M,W,267,127,97,45,118,ALM,BMI,NULL,"specimens redder in pigment today than in past - more like TMR turtles surfacing basking and out on logs in large numbers",Karrmann
8/14/2004,122.005,bask-p,Cp,115137451A,R,M,W,262,126,96,43,118,ALM,BMI,NULL,NULL,Karrmann
7/19/2006,122.006,Hoop,Cp,115137451A,R,M,A,236,130,92,43,116,ALM,"Boat Launch",NULL,"Trap completely under water- turtle alive but weak. When released slowly swam away- staying on surface.",NULL
8/29/2006,122.007,Hoop,Cp,115137451A,R,M,NULL,280,128,95,47,118,ALM,NULL,NULL,RAINING,ws
6/15/2010,122.008,Hoop,Cp,115137451A,R,M,W,274,127,96,43,119,ALM,"Dam Cove",NULL,"possible parasite scars",MV
6/23/2010,122.009,Hoop,Cp,115137451A,R,M,W,278,128,97,43,119,ALM,"Dam Cove",NULL,NULL,"MV- KP"
7/14/2010,122.01,Hoop,Cp,115137451A,R,M,W,284,128,97,45,120,ALM,"Dam Cove",NULL,NULL,"MV- WS- MM"
7/29/2010,122.011,Hoop,Cp,115137451A,R,M,W,269,130,99,44,120,ALM,Damside,NULL,NULL,NULL
6/10/2011,122.012,Hoop,Cp,115137451A,R,M,W,271,128,96,43,120,ALM,damside,NULL,NULL,"MV- JS- RC- KP- SG"
6/14/2011,122.013,Hoop,Cp,115137451A,R,M,W,285,127,92,49,120,ALM,damside,NULL,NULL,"MV- JS. SG"
6/15/2011,122.014,Hoop,Cp,115137451A,R,M,W,285,127,92,49,120,ALM,damside,NULL,NULL,"MV- JS. SG"
6/17/2011,122.015,Hoop,Cp,115137451A,R,M,W,271,128,96,43,120,ALM,dock,NULL,NULL,"MV- JS. SG"
6/23/2011,122.016,Hoop,Cp,115137451A,R,M,W,271,128,96,43,120,ALM,dock,NULL,NULL,"MV- RC"
7/28/2011,122.017,Hoop,Cp,115137451A,R,M,W,290,132,99,45,122,ALM,NULL,NULL,shedding,"KP- RC"
5/21/2013,122.018,Hoop,Cp,115137451A,R,M,W,294,127,94,46,122,ALM,"Dam Cove",NULL,NULL,"MM- NYU"
9/7/1996,123.001,Hoop,Cp,115138535A,N,F,NULL,NULL,113,88,NULL,NULL,ALM,"Swamp Trail Inlet",NULL,"pit added 02 JUN 03",Brady
9/21/1996,123.002,Hoop,Cp,115138535A,R,F,NULL,NULL,NULL,NULL,NULL,NULL,ALM,"Arthur's Inlet",NULL,"Recap. (9/7/96) pit added 02 JUN 03",Brady
6/16/1997,123.003,Hoop,Cp,115138535A,R,F,7,220,NULL,NULL,NULL,111,ALM,NULL,NULL,NULL,McKinsey
6/28/1998,123.004,Hoop,Cp,115138535A,R,F,NULL,NULL,115,90,NULL,NULL,ALM,NULL,NULL,"pit added 02 JUN 03",Brady
9/7/2002,123.005,bask-p,Cp,115138535A,R,F,W,280,126,96,49,119,ALM,BMI,NULL,"Notches old and worn R4 questionable",Karrmann
9/15/2002,123.006,bask-p,Cp,115138535A,R,F,W,281,126,96,49,119,ALM,BMI,NULL,NULL,Karrmann
9/22/2002,123.007,bask-p,Cp,115138535A,R,F,W,292,126,96,49,119,ALM,BMI,NULL,NULL,Karrmann
9/28/2002,123.008,bask-p,Cp,115138535A,R,F,W,291,126,97,49,119,ALM,BMI,NULL,NULL,Karrmann
6/25/2004,123.009,snrkl,Cp,115138535A,R,F,10+,290,126,97,48,120,ALM,BMI,NULL,NULL,Karrmann
7/9/2004,123.01,snrkl,Cp,115138535A,R,F,W,288,127,98,47,120,ALM,BMI,NULL,"blood was taken",Karrmann
8/7/2004,123.011,Hoop,Cp,115138535A,R,F,8+,274,127,98,47,121,ALM,BMI,NULL,NULL,Karrmann
9/16/2004,123.012,bask-p,Cp,115138535A,R,F,10+,294,126,97,47,120,ALM,BMI,NULL,"Malformed V4-5",Karrmann
7/19/2006,123.013,Hoop,Cp,115138535A,R,M,A,278,126,93,47,119,ALM,"Boat Launch",NULL,"Trap completely under water- turtle alive but weak. When released slowly swam away- staying on surface.",NULL
7/22/2014,123.014,NULL,Cp,115138535A,R,F,NULL,300,126,98,47,121,NULL,E,Tuna,NULL,"EM- SSC"
7/23/2014,123.015,NULL,Cp,115138535A,R,F,NULL,355,130,100,50,122,NULL,E,Tuna,NULL,"EM- SSC"
10/12/2001,124.001,Hoop,Cp,115139211A,N,M,NULL,251,125,97,43,NULL,ALM,"Swamp Trail Inlet",NULL,NULL,Karrmann
6/1/2002,124.002,Hoop,Cp,115139211A,R,M,W,238,126,96,42,NULL,ALM,"Swamp Trail Inlet",NULL,NULL,Karrmann
7/24/2002,124.003,Hoop,Cp,115139211A,R,M,W,256,129,96,43,121,ALM,"Arthur's Inlet",NULL,"Slight division between L5-L6- R5-R6",Karrmann
5/10/2003,124.004,Hoop,Cp,115139211A,R,M,W,251,127,96,43,120,ALM,"Swamp Trail Inlet",NULL,"notch between 1 and 2- may be natural- not sure previously recorded L10 R3 (L3?)",Karrmann
8/27/2003,124.005,snrkl,Cp,115139211A,R,M,W,270,128,97,46,122,ALM,"SE corner",NULL,NULL,Karrmann
8/14/2004,124.006,Hoop,Cp,115139211A,R,M,6+,252,128,97,43,121,ALM,BMI,NULL,"SHEDDING;MUMPS ON THE LEFT SIDE",Karrmann
7/20/2004,125.001,bask-m,Cp,115139480A,N,M,W,156,110,83,37,102,ALM,BMI,NULL,"13 MARGINALS (ONLY ON RIGHT- 12 ON LEFT)",Karrmann
7/27/2004,125.002,bask-p,Cp,115139480A,R,M,W,152,110,83,37,102,ALM,BMI,NULL,"13 MARGINALS PH 6.8-6.9- SHEDDING",Karrmann
8/1/1997,126.001,Hoop,Cp,115144550A,N,?,W,160,NULL,NULL,NULL,113,ALM,NULL,NULL,"was recorded as L12- R2-4 - 4 removed 26 AUG 03",McKinsey
7/31/2000,126.002,Hoop,Cp,115144550A,R,M,NULL,NULL,115,88,39,NULL,ALM,"Swamp Trail Inlet",NULL,"originally L12- R2-4",CERC
9/6/2001,126.003,Hoop,Cp,115144550A,R,F,NULL,186,115,85,NULL,NULL,ALM,NULL,NULL,"originally L12- R2-4",Munson
9/28/2002,127.001,bask-p,Cp,115146344A,N,F,11+,342,133,101,52,125,ALM,BMI,NULL,NULL,Karrmann
9/16/2004,127.002,bask-m,Cp,115146344A,R,F,10+,335,135,104,51,128,ALM,BMI,NULL,"13 marginals on right side",Karrmann
7/23/2014,127.003,NULL,Cp,115146344A,R,F,NULL,375,140,105,53,134,NULL,E,Tuna,NULL,"EM- SSC"
6/13/1997,128.001,Hoop,Cp,115147237A,N,F,W,350,NULL,NULL,NULL,133,ALM,NULL,NULL,NULL,McKinsey
5/4/2003,128.002,Hoop,Cp,115147237A,R,F,W,353,141,102,51,133,ALM,"Dam NW corner",NULL,NULL,Karrmann
8/15/2003,128.003,Hoop,Cp,115147237A,R,F,W,350,141,102,50,134,ALM,BMI,NULL,"Turtles observed basking",Karrmann
7/17/2004,128.004,Hoop,Cp,115147237A,R,F,W,347,140,101,49,135,ALM,DAM,NULL,"2 sunfish- 1 fish- PL 3 INDENTATION","Karrmann/ Schuster"
6/19/2010,128.005,Hoop,Cp,115147237A,R,F,W,NULL,141,102,48,134,ALM,"Dam Cove",NULL,"found stuck on back and caught",MV
6/16/2011,128.006,Hoop,Cp,115147237A,R,F,W,363,141,102,50,133,ALM,damside,NULL,"neck wound- dents on plastron","MV- JS. SG"
5/21/2013,128.007,Hoop,Cp,115147237A,R,F,A,390,143,102,53,137,ALM,"Dam Cove",NULL,NULL,"MM- NYU"
7/17/2014,128.008,NULL,Cp,115147237A,R,M,NULL,355,143,109,51,137,NULL,NE,Catfood,NULL,"EM- SSC"
7/24/2014,128.009,NULL,Cp,115147237A,R,F,NULL,370,143,99,50,134,NULL,NW,Catfood,NULL,"EM- SSC"
8/25/2015,128.01,Hoop,Cp,115147237A,R,F,A,379,140,100,NULL,135,ALM,NULL,NULL,"Has a notch",NULL
7/12/1997,129.001,Hoop,Cp,115147330A,N,M,W,240,NULL,NULL,NULL,119,ALM,NULL,NULL,NULL,McKinsey
6/2/2001,129.002,Hoop,Cp,115147330A,R,M,NULL,180,128,97,39,NULL,ALM,"Arthur's Inlet",NULL,NULL,Karrmann
8/31/2002,129.003,bask-p,Cp,115147330A,R,M,W,260,129,97,40,119,ALM,BMI,NULL,"Old- worn notch on R4- renewed",Karrmann
9/15/2002,129.004,bask-p,Cp,115147330A,R,M,W,265,130,97,41,119,ALM,BMI,NULL,"Scutes slightly midlandish",Karrmann
10/5/2002,129.005,bask-p,Cp,115147330A,R,M,W,203,131,97,41,120,ALM,BMI,NULL,"Plastron measurement centerline",Karrmann
4/26/2003,129.006,Hoop,Cp,115147330A,R,M,NULL,258,131,98,41,121,ALM,"Arthur's Inlet",NULL,"Slightly offset dorsal scutes",Karrmann
6/5/2004,129.007,Hoop,Cp,115147330A,R,M,W,246,130,98,41,121,ALM,BMI,NULL,NULL,Karrmann
7/16/2004,129.008,bask-m,Cp,115147330A,R,M,W,263,131,98,42,122,ALM,BMI,NULL,NULL,Karrmann
9/16/2004,129.009,bask-m,Cp,115147330A,R,M,W,257,130,98,41,121,ALM,BMI,NULL,NULL,Karrmann
9/19/2004,129.01,bask-m,Cp,115147330A,R,M,W,264,131,108,42,121,ALM,BMI,NULL,NULL,Karrmann
9/26/2004,129.011,bask-m,Cp,115147330A,R,M,W,255,131,99,41,121,ALM,BMI,NULL,NULL,Karrmann
7/22/2006,129.012,Hoop,Cp,115147330A,R,M,W,261,130,98,40,120,ALM,NULL,NULL,"""Purple"" Plastron","WS - Team Turtle"
6/15/2010,129.013,Hoop,Cp,115147330A,R,M,W,259,128,100,40,120,ALM,Cove,NULL,NULL,MV
6/22/2010,129.014,Hoop,Cp,115147330A,R,M,W,267,127,97,40,120,ALM,"Dam Cove",NULL,NULL,WS
6/10/2011,129.015,Hoop,Cp,115147330A,R,M,W,262,131,98,41,121,ALM,dock,NULL,NULL,"RC- KP- SG"
7/24/2002,130.001,Hoop,Cp,115148534A,N,F,W,280,131,98,47,124,ALM,"Arthur's Inlet",NULL,"Natural notch between L1 and L2",Karrmann
8/25/2002,130.002,bask-p,Cp,115148534A,R,F,W,278,130,99,47,123,ALM,BMI,NULL,"L2 notch merges L1 - shedding. PIT info added from previous record",Karrmann
7/20/2003,130.003,bask-p,Cp,115148534A,R,F,W,294,131,100,48,123,ALM,BMI,NULL,NULL,Karrmann
8/24/2004,130.004,bask-m,Cp,115148534A,R,F,-,292,129,96,46,123,ALM,BMI,NULL,NULL,Munson
7/19/2006,130.005,Hoop,Cp,115148534A,R,M,A,295,131,97,48,124,ALM,"Arthur's Inlet",NULL,NULL,NULL
7/15/2008,130.006,Hoop,Cp,115148534A,R,F,A,325,138,99,54,128,ALM,Cove,NULL,NULL,NULL
7/29/2010,130.007,Hoop,Cp,115148534A,R,F,W,297,134,104,47,128,ALM,Damside,NULL,NULL,NULL
8/3/2010,130.008,Hoop,Cp,115148534A,R,F,W,306,130,91,50,120,ALM,"Boat Launch",NULL,Shedding,MM
7/22/2014,130.009,NULL,Cp,115148534A,R,F,NULL,300,135,97,50,127,NULL,E,Tuna,NULL,"EM- SSC"
7/23/2004,131.001,hoop,Css,115148667A,N,F,10-15,1048,180,145,-,124,SUT,"West side",NULL,NULL,Karrmann
7/8/2015,131.002,Hoop,Css,115148667A,R,M,NULL,NULL,283,234,113,200,ART,East,NULL,Catfood,SSC
6/13/1997,132.001,hoop,Css,115531656A,NULL,F,18,4400,NULL,NULL,NULL,193,SUT,NULL,NULL,NULL,NULL
6/27/2004,132.002,hoop,Css,115531656A,NULL,F,worn,5000,304,245,-,208,SUT,"West side",NULL,NULL,NULL
7/16/2015,132.003,Hoop,Css,115531656A,R,NULL,NULL,NULL,296,254,130,211,SUT,NE,NULL,NULL,NULL
7/22/2013,133.001,Hoop,Cp,125224240A,N,F,NULL,382,144,105,51,136,ALM,INLET,NULL,NULL,Falk/Florio
7/22/2014,133.002,NULL,Cp,125224240A,R,F,NULL,370,145,97,52,133,NULL,E,Tuna,NULL,"EM- SSC"
7/25/2014,133.003,NULL,Cp,125224240A,R,F,NULL,362,149,103,52,136,NULL,E,Catfood,NULL,"EM- SSC"
7/7/2015,134.001,Hoop,Cp,125231135A,N,F,NULL,465,152,104,51,144,SUT,NULL,NULL,Sardines,SSC
7/24/2013,135.001,Hoop,Css,125234710A,N,M,NULL,N/A,420,370,140,N/A,SUT,NULL,NULL,NULL,Falk/Florio
7/26/2013,136.001,Hoop,Cp,125239272A,N,M,NULL,340,134,93,50,122,BSP,NULL,NULL,NULL,Falk/Florio
7/8/2015,137.001,Hoop,Css,125244765A,N,F,NULL,465,128,144,52,96,ART,East,NULL,Catfood,SSC
7/23/2013,138.001,Hoop,Css,125246540A,N,M,NULL,N/A,405,342,170,N/A,JIM,NULL,NULL,NULL,Falk/Florio
7/17/2014,139.001,NULL,Cp,125248694A,R,F,NULL,405,151,108,55,143,NULL,NE,Sardines,NULL,"EM- SSC"
7/22/2013,140.001,Hoop,Cp,125252352A,N,M,NULL,173,108,84,39,103,ALM,INLET,NULL,NULL,Falk/Florio
8/29/2013,140.002,Hoop,Cp,125252352A,R,M,NULL,NULL,95,73,26,92,ALM,A,NULL,NULL,"SRMP TEAM 2013"
7/22/2014,140.003,NULL,Cp,125252352A,R,M,NULL,175,110,85,40,105,NULL,E,Catfood,NULL,"EM- SSC"
7/10/2015,141.001,Hoop,Css,125256591A,N,M,NULL,NULL,219,187,90,167,SUT,East,NULL,"Ate half a pickeral- Catfood",SSC
7/23/2013,142.001,Hand,"Eastern Box",125257350A,N,M,NULL,512,119,104,70,131,NULL,"FOUND ON ROAD NEAR STATION ENTRANCE",NULL,NULL,Falk/Florio
7/25/2013,143.001,Hoop,Cp,125321612A,N,M,NULL,150,108,83,36,N/A,SUT,NULL,NULL,NULL,Falk/Florio
7/9/2015,144.001,Hoop,Css,125322383A,N,F,NULL,NULL,243,203,90,171,ALM,East,NULL,Sardines,SSC
7/22/2013,145.001,Hoop,Cp,125322661A,N,M,NULL,176,113,86,43,104,ALM,INLET,NULL,NULL,Falk/Florio
7/17/2014,145.002,NULL,Cp,125322661A,R,F,NULL,180,113,89,38,106,NULL,NE,Catfood,NULL,"EM- SSC"
7/24/2014,145.003,NULL,Cp,125322661A,R,M,NULL,170,113,87,40,107,NULL,E,Catfood,NULL,"EM- SSC"
8/28/2013,146.001,Hoop,Cp,125325255A,N,M,NULL,NULL,121,90,42,109,ALM,"A NW",NULL,NULL,"SRMP TEAM 2013"
7/24/2013,147.001,Hoop,Cp,125629395A,N,M,NULL,333,143,104,51,131,JIM,NULL,NULL,NULL,Falk/Florio
7/24/2013,148.001,Hoop,Cp,125631250A,N,M,NULL,320,138,100,42,121,BSP,NULL,NULL,NULL,Falk/Florio
7/9/2015,149.001,Hoop,Cp,125635663A,N,M,NULL,200,104,85,40,109,SUT,NULL,NULL,Catfood,"SSC - Ed"
7/22/2013,150.001,Hoop,Cp,125636323A,N,M,NULL,140,101,72,33,97,ALM,INLET,NULL,NULL,Falk/Florio
8/27/2015,151.001,Hoop,Cp,125636470A,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ALM,NULL,NULL,NULL,NULL
7/24/2013,152.001,Hoop,Cp,125644612A,N,M,NULL,373,130,100,40,123,SUT,NULL,NULL,NULL,Falk/Florio
7/7/2015,153.001,Hoop,Css,125656625A,N,M,NULL,250,107,82,46,86,ALM,North,NULL,Catfood,SSC
7/8/2015,153.002,Hoop,Css,125656625A,R,M,NULL,260,107,81,42,76,ALM,NULL,NULL,Sardines,"SSC - Ed"
7/10/2015,154.001,Hoop,Cp,125668217A,N,F,NULL,95,85,71,34,80,ALM,NULL,NULL,Catfood,"SSC - Ed"
7/17/2014,155.001,NULL,Css,125668697A,R,F,NULL,NULL,210,167,84,154,NULL,NW,Catfood,NULL,"EM- SSC"
7/24/2014,155.002,NULL,Css,125668697A,R,F,NULL,NULL,217,174,78,158,NULL,E,Catfood,NULL,"EM- SSC"
8/30/2013,156.001,Hoop,Css,125668697A,N,F,NULL,NULL,191,152,74,134,ALM,C,NULL,NULL,"SRMP TEAM 2013"
7/7/2015,157.001,Hoop,Cp,125671362A,N,F,NULL,280,132,95,41,122,SUT,NULL,NULL,Sardines,"SSC - Ed"
8/29/2013,158.001,Hoop,Css,125673490A,N,F?,J,NULL,145,122,61,111,ALM,D,NULL,NULL,"SRMP TEAM 2013"
7/24/2013,159.001,Hoop,Cp,125676643A,N,M,NULL,200,112,87,41,103,ART,NULL,NULL,NULL,Falk/Florio
7/24/2013,160.001,Hoop,Cp,125711634A,N,M,NULL,340,125,90,45,117,JIM,NULL,NULL,NULL,Falk/Florio
7/7/2015,161.001,Hoop,Cp,125715551A,N,F,NULL,300,136,90,40,127,SUT,NULL,NULL,Sardines,SSC
8/29/2013,162.001,Hoop,Cp,125719557A,N,F,NULL,NULL,121,90,35,117,ALM,A,NULL,NULL,"SRMP TEAM 2013"
7/24/2014,162.002,NULL,Cp,125719557A,R,F,NULL,420,140,105,50,133,NULL,E,Catfood,NULL,"EM- SSC"
8/25/2015,162.003,Hoop,Cp,125719557A,R,F,A,405,142,101,NULL,181,ALM,NULL,NULL,NULL,NULL
7/25/2013,163.001,Hoop,Css,125726344A,N,M,NULL,N/A,360,292,190,N/A,SUT,NULL,NULL,NULL,Falk/Florio
7/22/2013,164.001,Hoop,Cp,125727540A,N,M,NULL,201,117,90,40,110,ALM,INLET,NULL,NULL,Falk/Florio
7/24/2013,165.001,Hoop,Cp,125727586A,N,F,NULL,341,130,96,47,121,JIM,NULL,NULL,NULL,Falk/Florio
7/22/2013,166.001,Hoop,Cp,125734713A,N,F,NULL,199,113,83,45,116,ALM,"Dam - NW corner",NULL,NULL,Falk/Florio
8/29/2013,166.002,Hoop,Cp,125734713A,R,F,NULL,NULL,102,82,34,101,ALM,A,NULL,NULL,"SRMP TEAM 2013"
7/23/2013,167.001,Hoop,Cp,125736792A,R,M,NULL,176,109,83,40,104,JIM,NULL,NULL,NULL,Falk/Florio
8/26/2014,167.002,Hoop,Cp,125736792A,R,M,4,175,114,97,39,108,TAM,NULL,NULL,"cat food","SRMP TEAM 2014"
8/26/2014,168.001,Hoop,Css,125817180A,N,M,"approx 70. yrs.",-,419,368,159,286,TAM,NULL,NULL,"cat food broken tail- scars and algae present on carapace- spines on neck- nails intact- abrasions on neck and head- Left leg nail broken","SRMP TEAM 2014"
8/28/2013,169.001,Hoop,Cp,125821516A,N,M,NULL,NULL,111,81,31,102,ALM,"C East",NULL,NULL,"SRMP TEAM 2013"
7/18/2014,169.002,NULL,Cp,125821516A,R,M,W,268,122,91,41,113,NULL,NULL,Catfood,NULL,"EM- SSC"
7/23/2014,169.003,NULL,Cp,125821516A,R,M,NULL,205,122,93,42,113,NULL,E,Catfood,NULL,"EM- SSC"
7/14/2015,169.004,Hoop,Cp,125821516A,R,M,NULL,NULL,124,89,40,116,ALM,SE,NULL,"cloaca - 16.26- tail - 47.35",NULL
8/26/2015,169.005,Hoop,Cp,125821516A,R,M,A,224,122,92,NULL,114,ALM,NULL,NULL,NULL,NULL
8/28/2013,170.001,Hoop,Cp,125822566A,N,M,NULL,NULL,122,88,33,112,ALM,"A NW",NULL,NULL,"SRMP TEAM 2013"
8/26/2014,170.002,Hoop,Cp,125822566A,R,M,A,270,127,95,38,121,ALM,NULL,NULL,"about a five minute walk to the other side of the reservoir (to the right of the first trap) sardines","SRMP TEAM 2014"
8/26/2014,171.001,Hoop,Cp,125836470A,N,M,"juvenile (<10 years)",160,102,81,38,102,ALM,NULL,NULL,"about a five minute walk to the other side of the reservoir (to the right of the first trap)","SRMP TEAM 2014"
7/7/2015,171.002,Hoop,Cp,125836470A,R,M,NULL,150,106,77,36,104,ALM,East,NULL,Catfood,SSC
7/25/2013,172.001,Hoop,Css,125848657A,N,M,NULL,N/A,396,350,170,123,N/A,NULL,NULL,NULL,Falk/Florio
7/15/2015,172.002,Hoop,Css,125848657A,R,NULL,25+,NULL,400+,384,NULL,281,SUT,East,NULL,NULL,NULL
6/22/2010,173.001,Hoop,Cp,15137451A,R,M,W,279,130,97,44,119,ALM,"Dam Cove",NULL,NULL,WS
8/24/2003,174.001,snrkl,Cp,430E40113C,N,F,8+,362,136,104,50,133,ALM,"SE corner",NULL,NULL,Karrmann
7/25/2003,175.001,Hoop,Cp,430E451A75,N,F,W,324,135,112,48,131,ALM,BMI,NULL,NULL,Karrmann
9/7/2002,176.001,bask-p,Cp,430E45291F,N,F,8,160,103,82,39,99,ALM,BMI,NULL,"PIT added 15AUG03",Karrmann
9/15/2002,176.002,bask-p,Cp,430E45291F,R,F,8,160,103,82,39,99,ALM,BMI,NULL,"PIT added 15AUG03",Karrmann
9/22/2002,176.003,bask-p,Cp,430E45291F,R,F,6+,162,103,82,40,99,ALM,BMI,NULL,"PIT added 3 AUG 03",Karrmann
10/5/2002,176.004,bask-p,Cp,430E45291F,R,F,9+,158,102,82,39,99,ALM,BMI,NULL,"Deep scratch VC3-5- PIT added 3 AUG 03",Karrmann
5/10/2003,176.005,bask-p,Cp,430E45291F,R,F,8+,155,104,81,38,98,ALM,"Arthur's Inlet",NULL,"Gauge in V4-5; matching gauge p5-6",Karrmann
8/3/2003,176.006,snrkl,Cp,430E45291F,R,F,6+,169,105,82,40,100,ALM,BMI,NULL,"Scarring on 4-5 (See photo)",Karrmann
7/25/2003,177.001,Hoop,Cp,430E482201,N,F,8+,250,125,96,46,122,ALM,BMI,NULL,NULL,Karrmann
8/14/2004,177.002,bask-m,Cp,430E482201,R,F,6+,291,132,101,47,129,ALM,BMI,NULL,"7 COSTAL SCUTES ON BOTH SIDES",Karrmann
5/10/2003,178.001,Hoop,Cp,430E4B1E53,N,M,W,302,130,105,46,125,ALM,"Swamp Trail Inlet",NULL,NULL,Karrmann
9/14/2003,179.001,Hoop,Cp,430E4C020E,N,F,W,317,134,104,49,132,ALM,BMI,NULL,"specimens redder in pigment today than in past - more like TMR turtles surfacing basking and out on logs in large numbers",Karrmann
7/15/2008,180.001,Hoop,Cp,430E4E6516,R,M,A,170,108,82,36,100,ALM,Cove,NULL,NULL,NULL
8/15/2002,181.001,Hoop,Cp,430E4E651E,N,M,NULL,120,99,79,32,93,ALM,BMI,NULL,"pit added on 03 JUN 03",Karrmann
9/15/2002,181.002,bask-p,Cp,430E4E651E,R,M,6+,121,99,79,33,93,ALM,BMI,NULL,"pit added on 03 JUN 03",Karrmann
10/5/2002,181.003,bask-p,Cp,430E4E651E,R,M,6+,121,99,81,33,95,ALM,BMI,NULL,"Mild midland scutes - pit added on 03 JUN 03",Karrmann
5/25/2003,181.004,bask-p,Cp,430E4E651E,R,M,4+,115,99,79,32,94,ALM,"Arthur's Inlet",NULL,"dorsal disalignment 2mm",Karrmann
7/10/2003,181.005,bask-p,Cp,430E4E651E,R,M,5+,125,101,80,34,94,ALM,BMI,NULL,"dorsal disalignment",Karrmann
7/15/2003,181.006,Hoop,Cp,430E4E651E,R,M,NULL,120,100,79,33,94,ALM,BMI,NULL,NULL,Karrmann
7/25/2003,181.007,Hoop,Cp,430E4E651E,R,M,5+,120,101,90,39,95,ALM,BMI,NULL,"3rd digit on right front foot twisted; trap removed",Karrmann
6/13/2004,181.008,Hoop,Cp,430E4E651E,R,M,W,125,101,80,34,95,ALM,BMI,NULL,NULL,Karrmann
6/25/2004,181.009,Hoop,Cp,430E4E651E,R,M,4,127,99,80,33,95,ALM,BMI,NULL,NULL,Karrmann
7/2/2004,181.01,bask-m,Cp,430E4E651E,R,M,W,122,102,81,34,96,ALM,BMI,NULL,NULL,Karrmann
7/22/2006,181.011,Hoop,Cp,430E4E651E,R,M,5,145,103,82,37,97,ALM,NULL,NULL,NULL,"WS - Team Turtle"
6/10/2011,181.012,Hoop,Cp,430E4E651E,R,M,W,160,111,84,34,130,ALM,damside,NULL,"missing front right leg","MV- JS- RC- KP- SG"
5/4/2003,182.001,Hoop,Cp,430E4F1F7C,N,F,W,366,135,107,52,128,ALM,"Dam NW corner",NULL,NULL,Karrmann
7/17/2004,182.002,snrkl,Cp,430E4F1F7C,R,F,W,376,137,107,52,130,ALM,BMI,NULL,NULL,Karrmann
8/29/2006,182.003,Hoop,Cp,430E4F1F7C,NULL,F,NULL,390,138,106,50,130,ALM,NULL,NULL,RAINING,ws
7/7/2010,182.004,Hoop,Cp,430E4F1F7C,R,F,W,367,136,106,48,180,ALM,"Dam Cove",NULL,"very feisty","MV- JB"
7/22/2013,182.005,Hoop,Cp,430E4F1F7C,R,F,NULL,403,190,100,50,130,ALM,"Dam - NW corner",NULL,NULL,Falk/Florio
7/18/2014,182.006,NULL,Cp,430E4F1F7C,R,M,W,395,139,107,51,134,NULL,"Picnic Rock",NULL,NULL,"EM- SSC"
8/25/2015,182.007,Hoop,Cp,430E4F1F7C,R,N/A,A,414,106,139,NULL,133,ALM,NULL,NULL,NULL,NULL
6/2/1996,183.001,Hoop,Cp,430E542418,N,F,NULL,NULL,140,100,NULL,NULL,ALM,"South End",NULL,"PIT # added 02 JUN 03",Brady
6/1/2003,183.002,bask-p,Cp,430E542418,R,F,W,405,145,107,56,140,ALM,"Arthur's Inlet",NULL,"mild plastral blotch- mild dorsal offset (1-2mm)",Karrmann
9/22/2002,184.001,bask-p,Cp,430E584B72,N,F,10+,258,124,95,48,118,ALM,BMI,NULL,"PIT added 26 AUG 03",Karrmann
8/24/2003,184.002,snrkl,Cp,430E584B72,R,F,8+,289,127,97,50,121,ALM,"SE corner",NULL,NULL,Karrmann
7/11/2004,184.003,snrkl,Cp,430E584B72,R,F,6+,307,130,100,50,124,ALM,BMI,NULL,NULL,Karrmann
8/7/2004,184.004,snrkl,Cp,430E584B72,R,F,8+,305,132,101,50,126,ALM,BMI,NULL,NULL,Karrmann
7/19/2006,184.005,Hoop,Cp,430E584B72,R,F,A,321,133,102,53,128,ALM,"Picnic Rock",NULL,NULL,NULL
7/14/2010,184.006,Hoop,Cp,430E584B72,R,F,W,366,140,104,50,134,ALM,"Dam Cove",NULL,NULL,"MV- WS- MM"
7/18/2014,184.007,NULL,Cp,430E584B72,R,F,W,418,149,110,54,142,NULL,NULL,Catfood,NULL,"EM- SSC"
9/22/2002,185.001,bask-p,Cp,430E69327C,N,F,7+,177,107,86,43,105,ALM,BMI,NULL,"Extra scutes--V5 divided into 3 separate and irregular scutes PIT added 04 SEP 03",Karrmann
7/19/2003,185.002,Hoop,Cp,430E69327C,R,F,8+,161,109,88,42,107,ALM,BMI,NULL,NULL,"Karrmann\ Schuster"
7/20/2004,185.003,bask-m,Cp,430E69327C,R,F,5,222,116,92,45,114,ALM,BMI,NULL,NULL,Karrmann
7/18/2006,185.004,Hoop,Cp,430E69327C,R,M,A,274,126,98,47,124,ALM,"Arthur's Inlet",NULL,NULL,NULL
8/24/2003,186.001,snrkl,Cp,430E6C5430,N,M,W,400,147,108,51,133,ALM,"SE corner",NULL,NULL,Karrmann
8/14/2004,187.001,Hoop,Cp,430E6C5730,R,M,W,376,146,109,50,133,ALM,BMI,NULL,"RC3 OOZING BLOOD FROM CSS (?)",Karrmann
